benchmark_name,program_name
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_dataset_error_data_real_error_IsEven_success_1
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix
DafnyBench,CVS-Projto1_tmp_tmpb1o0bu8z_Hoare
DafnyBench,dafny-synthesis_task_id_2
DafnyBench,SENG2011_tmp_tmpgk5jq85q_flex_ex5
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_InsertionSort
DafnyBench,dafny-duck_tmp_tmplawbgxjo_p6
DafnyBench,dafny-exercise_tmp_tmpouftptir_absIt
DafnyBench,dafny-synthesis_task_id_759
DafnyBench,dafny-synthesis_task_id_591
DafnyBench,dafny-synthesis_task_id_743
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny2_Classics
DafnyBench,dafny_projects_tmp_tmpjutqwjv4_tutorial_tutorial
DafnyBench,dafny-synthesis_task_id_605
DafnyBench,dafny-synthesis_task_id_578
DafnyBench,dafny-synthesis_task_id_603
DafnyBench,Clover_swap
DafnyBench,assertive-programming-assignment-1_tmp_tmp3h_cj44u_ProdAndCount
DafnyBench,dafny-synthesis_task_id_588
DafnyBench,dafny-synthesis_task_id_401
DafnyBench,Dafny-Exercises_tmp_tmpjm75muf__Session4Exercises_ExerciseAllEqual
DafnyBench,VerifiedMergeSortDafny_tmp_tmpva7qms1b_MergeSort
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_vacid0_Composite
DafnyBench,dafny_examples_tmp_tmp8qotd4ez_lib_math_DivMod
DafnyBench,se2011_tmp_tmp71eb82zt_ass1_ex4
DafnyBench,dafny-synthesis_task_id_798
DafnyBench,Clover_swap_sim
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_heap2
DafnyBench,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_docs_DafnyRef_examples_Example-Old3
DafnyBench,dafny_tmp_tmp59p638nn_examples_GenericSelectionSort
DafnyBench,Clover_linear_search3
DafnyBench,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_git-issues_git-issue-975
DafnyBench,dafny-synthesis_task_id_249
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_dafny1_MatrixFun
DafnyBench,dafny_tmp_tmp59p638nn_examples_derangement
DafnyBench,Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula5
DafnyBench,dafny-synthesis_task_id_290
DafnyBench,dafny-exercise_tmp_tmpouftptir_prac1_ex2
DafnyBench,dafny-synthesis_task_id_803
DafnyBench,dafny-synthesis_task_id_476
DafnyBench,Clover_count_lessthan
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_git-issue76
DafnyBench,Formal-methods-of-software-development_tmp_tmppryvbyty_Bloque 2_Lab6
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_LanguageServerTest_DafnyFiles_symbolTable_15_array
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_product_details
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_vstte2012_Two-Way-Sort
DafnyBench,metodosFormais_tmp_tmp4q2kmya4_T1-MetodosFormais_examples_ex1
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_BubbleSort_sol
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_pathSum
DafnyBench,Programmverifikation-und-synthese_tmp_tmppurk6ime_PVS_Assignment_ex_07_Hoangkim_ex07_Hoangkim
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_lc-remove-element
DafnyBench,Dafny_tmp_tmpmvs2dmry_SlowMax
DafnyBench,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_week9_lemma
DafnyBench,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch04_invariant_proof
DafnyBench,dafny_examples_tmp_tmp8qotd4ez_leetcode_0277-find-the-celebrity
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_triggers_auto-triggers-fix-an-issue-listed-in-the-ironclad-notebook
DafnyBench,dafny-synthesis_task_id_622
DafnyBench,dafny_tmp_tmp59p638nn_examples_SelectionSort
DafnyBench,Dafny-Exercises_tmp_tmpjm75muf__Session7Exercises_ExerciseBubbleSort
DafnyBench,Metodos_Formais_tmp_tmpql2hwcsh_Invariantes_fatorial2
DafnyBench,Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula1
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum
DafnyBench,specTesting_tmp_tmpueam35lx_examples_sort_sort
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_hofs_Requires
DafnyBench,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Merge_Sort
DafnyBench,bbfny_tmp_tmpw4m0jvl0_enjoying
DafnyBench,dafny-synthesis_task_id_598
DafnyBench,Dafny-Exercises_tmp_tmpjm75muf__Session2Exercises_ExerciseSquare_root
DafnyBench,SENG2011_tmp_tmpgk5jq85q_p1
DafnyBench,iron-sync_tmp_tmps49o3tyz_concurrency_docs_code_ShardedStateMachine
DafnyBench,Dafny-programs_tmp_tmpnso9eu7u_Algorithms + sorting_bubble-sort
DafnyBench,SENG2011_tmp_tmpgk5jq85q_ass1_ex8
DafnyBench,dafny-synthesis_task_id_770
DafnyBench,dafny-exercise_tmp_tmpouftptir_prac3_ex2
DafnyBench,dafny-synthesis_task_id_135
DafnyBench,Dafny_tmp_tmp0wu8wmfr_tests_Search1000
DafnyBench,veri-sparse_tmp_tmp15fywna6_dafny_spmv
DafnyBench,dafny-synthesis_task_id_82
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny2_COST-verif-comp-2011-2-MaxTree-class
DafnyBench,laboratory_tmp_tmps8ws6mu2_dafny-tutorial_exercise9
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_mathematical objects verification_examples_logic
DafnyBench,dafny-duck_tmp_tmplawbgxjo_ex5
DafnyBench,vfag_tmp_tmpc29dxm1j_sumar_componentes
DafnyBench,Metodos_Formais_tmp_tmpbez22nnn_Aula_2_ex1
DafnyBench,dafny-synthesis_task_id_86
DafnyBench,Clover_below_zero
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_Bug58
DafnyBench,dafny-training_tmp_tmp_n2kixni_session1_training1
DafnyBench,CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_hofs_WhileLoop
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_dafny1_ListReverse
DafnyBench,Software-Verification_tmp_tmpv4ueky2d_Best Time to Buy and Sell Stock_best_time_to_buy_and_sell_stock
DafnyBench,Software-Verification_tmp_tmpv4ueky2d_Counting Bits_counting_bits
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_ProgramProofs_ch15
DafnyBench,Clover_max_array
DafnyBench,ProjectosCVS_tmp_tmp_02_gmcw_Handout 1_CVS_handout1_55754_55780
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny3_CachedContainer
DafnyBench,dafny_tmp_tmp49a6ihvk_m4
DafnyBench,dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_ForallCompilationNewSyntax
DafnyBench,Clover_slope_search
DafnyBench,dafny-synthesis_task_id_426
DafnyBench,Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 3_InsertionSortMultiset
DafnyBench,dafny-synthesis_task_id_430
DafnyBench,Dafny-Grind75_tmp_tmpsxfz3i4r_problems_twoSum
DafnyBench,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_dafny-internals_03-encoding_pair
DafnyBench,dafny-synthesis_task_id_447
DafnyBench,dafny-synthesis_task_id_284
DafnyBench,Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 3_SelectionSortMultiset
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny3_Streams
DafnyBench,dafny-synthesis_task_id_267
DafnyBench,dafny-exercise_tmp_tmpouftptir_countNeg
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_Generated_Code_rand
DafnyBench,dafny-synthesis_task_id_441
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_Regression19
DafnyBench,Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_handout2
DafnyBench,formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex2
DafnyBench,Formal_Verification_With_Dafny_tmp_tmp5j79rq48_Counter
DafnyBench,dafny-mini-project_tmp_tmpjxr3wzqh_src_project2a
DafnyBench,dafny-synthesis_task_id_273
DafnyBench,dafny-exercise_tmp_tmpouftptir_appendArray
DafnyBench,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_c++_arrays
DafnyBench,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week1_7_MaxSum
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_allocated1_dafny0_fun-with-slices
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial
DafnyBench,DafnyPrograms_tmp_tmp74_f9k_c_invertarray
DafnyBench,FMSE-2022-2023_tmp_tmp6_x_ba46_Lab10_Lab10
DafnyBench,se2011_tmp_tmp71eb82zt_ass2_ex2
DafnyBench,Invoker_tmp_tmpypx0gs8x_dafny_abstract-interpreter_SimpleVerifier
DafnyBench,Clover_double_array_elements
DafnyBench,Dafny-experiences_tmp_tmp150sm9qy_dafny_started_tutorial_dafny_tutorial_array
DafnyBench,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_docs_DafnyRef_examples_Example-Old2
DafnyBench,Dafny_tmp_tmpj88zq5zt_2-Kontrakte_max
DafnyBench,dafny-synthesis_task_id_586
DafnyBench,Formal-Methods-Project_tmp_tmphh2ar2xv_BubbleSort
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_git-issues_git-issue-336
DafnyBench,dafny-synthesis_task_id_579
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_comp_Arrays
DafnyBench,Dafny_tmp_tmpv_d3qi10_2_min
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_dafny0_snapshots_Inputs_Snapshots0
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_MatrixMultiplication
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple
DafnyBench,stunning-palm-tree_tmp_tmpr84c2iwh_ch10
DafnyBench,HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Largest Sum_largest_sum
DafnyBench,dafny-synthesis_task_id_567
DafnyBench,specTesting_tmp_tmpueam35lx_examples_binary_search_binary_search_specs
DafnyBench,Metodos_Formais_tmp_tmpbez22nnn_Aula_4_ex1
DafnyBench,Clover_test_array
DafnyBench,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p3
DafnyBench,Dafny-Projects_tmp_tmph399drhy_p2_arraySplit
DafnyBench,dafny-synthesis_task_id_309
DafnyBench,Dafny-Exercises_tmp_tmpjm75muf__Session9Exercises_ExerciseSeqMaxSum
DafnyBench,dafny-synthesis_task_id_397
DafnyBench,dafny_examples_tmp_tmp8qotd4ez_leetcode_0069-sqrt
DafnyBench,Dafny-Exercises_tmp_tmpjm75muf__Session4Exercises_ExerciseContained
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from_dafny_main_repo_dafny0_snapshots_Inputs_Snapshots5
DafnyBench,dafny-synthesis_task_id_623
DafnyBench,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch06_refinement_proof
DafnyBench,Dafny-Exercises_tmp_tmpjm75muf__Session6Exercises_ExerciseCountEven
DafnyBench,dafny-synthesis_task_id_3
DafnyBench,dafny-synthesis_task_id_279
DafnyBench,cs245-verification_tmp_tmp0h_nxhqp_SortingIssues_BubbleSortCode
DafnyBench,Clover_compare
DafnyBench,dafleet_tmp_tmpa2e4kb9v_0001-0050_0005-longest-palindromic-substring
DafnyBench,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_extra_mod2
DafnyBench,DafnyProjects_tmp_tmp2acw_s4s_longestPrefix
DafnyBench,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch01_fast_exp
DafnyBench,assertive-programming-assignment-1_tmp_tmp3h_cj44u_FindRange
DafnyBench,dafny-synthesis_task_id_312
DafnyBench,M2_tmp_tmp2laaavvl_Software Verification_Exercices_Exo4-CountAndReturn
DafnyBench,llm-verified-eval_tmp_tmpd2deqn_i_dafny_5
DafnyBench,assertive-programming-assignment-1_tmp_tmp3h_cj44u_SearchAddends
DafnyBench,dafny-synthesis_task_id_85
DafnyBench,HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Sort Array_sort_array
DafnyBench,Dafny_tmp_tmpv_d3qi10_3_cumsum
DafnyBench,dafny-programs_tmp_tmpcwodh6qh_src_ticketsystem
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples
DafnyBench,cs357_tmp_tmpn4fsvwzs_lab7_question5
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_VSI-Benchmarks_b2
DafnyBench,dafny-synthesis_task_id_59
DafnyBench,Clover_online_max
DafnyBench,veri-sparse_tmp_tmp15fywna6_dafny_concurrent_poc_6
DafnyBench,Formal_Verification_With_Dafny_tmp_tmp5j79rq48_LimitedStack
DafnyBench,dafl_tmp_tmp_r3_8w3y_dafny_examples_uiowa_binary-search
DafnyBench,Dafny-VMC_tmp_tmpzgqv0i1u_src_Math_Helper
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_Generated_Code_Count
DafnyBench,dafny-synthesis_task_id_58
DafnyBench,dafny-synthesis_task_id_276
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny3_Iter
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_COST-verif-comp-2011-1-MaxArray
DafnyBench,CVS-Projto1_tmp_tmpb1o0bu8z_fact
DafnyBench,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Exercise6_Binary_Search
DafnyBench,Dafny-demo_tmp_tmpkgr_dvdi_Dafny_BinarySearch
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny4_Bug170
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny4_Primes
DafnyBench,Clover_convert_map_key
DafnyBench,cs245-verification_tmp_tmp0h_nxhqp_A8_Q2
DafnyBench,Clover_triple3
DafnyBench,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week1_7_A2_Q1_trimmed copy - 副本
DafnyBench,Clover_linear_search1
DafnyBench,dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_DividedConstructors
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_error_data_completion_11
DafnyBench,dafny-synthesis_task_id_61
DafnyBench,t1_MF_tmp_tmpi_sqie4j_exemplos_classes_parte1_contadorV1b
DafnyBench,Workshop_tmp_tmp0cu11bdq_Lecture_Answers_sum_array
DafnyBench,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_week8_CheckSumCalculator
DafnyBench,dafny-synthesis_task_id_733
DafnyBench,dafny-synthesis_task_id_775
DafnyBench,Clover_double_quadruple
DafnyBench,dafny-synthesis_task_id_414
DafnyBench,FlexWeek_tmp_tmpc_tfdj_3_ex2
DafnyBench,dafny-synthesis_task_id_95
DafnyBench,CSC8204-Dafny_tmp_tmp11yhjb53_stack
DafnyBench,DafnyProjects_tmp_tmp2acw_s4s_findMax
DafnyBench,eth2-dafny_tmp_tmpcrgexrgb_src_dafny_utils_SetHelpers
DafnyBench,dafny-synthesis_task_id_625
DafnyBench,dafny-synthesis_task_id_234
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_mathematical objects verification_examples_fast_exp
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_ArrayMap
DafnyBench,Dafny-Exercises_tmp_tmpjm75muf__Session7Exercises_ExerciseSeparate
DafnyBench,Clover_array_concat
DafnyBench,Clover_replace
DafnyBench,dafny-duck_tmp_tmplawbgxjo_p2
DafnyBench,dafny-synthesis_task_id_266
DafnyBench,FMSE-2022-2023_tmp_tmp6_x_ba46_Lab1_Lab1
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_lightening_verifier
DafnyBench,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p2
DafnyBench,Dafny-Exercises_tmp_tmpjm75muf__Session10Exercises_ExerciseBarrier
DafnyBench,Clover_abs
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction
DafnyBench,MFS_tmp_tmpmmnu354t_Testes anteriores_T2_ex5_2020_2
DafnyBench,MIEIC_mfes_tmp_tmpq3ho7nve_exams_special_20_p5
DafnyBench,dafny-duck_tmp_tmplawbgxjo_p3
DafnyBench,Dafny-Exercises_tmp_tmpjm75muf__Session2Exercises_ExerciseExp
DafnyBench,Clover_array_copy
DafnyBench,Clover_all_digits
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_demo
DafnyBench,dafny-synthesis_task_id_557
DafnyBench,dafny-learn_tmp_tmpn94ir40q_R01_assertions
DafnyBench,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week1_7_week5_ComputePower
DafnyBench,Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_handout1
DafnyBench,Metodos_Formais_tmp_tmpql2hwcsh_Invariantes_multiplicador
DafnyBench,Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 8_H8
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_Modules
DafnyBench,Clover_swap_bitvector
DafnyBench,dafny-synthesis_task_id_626
DafnyBench,Workshop_tmp_tmp0cu11bdq_Workshop_Answers_Question6
DafnyBench,dafny-synthesis_task_id_240
DafnyBench,dafny-workout_tmp_tmp0abkw6f8_starter_ex09
DafnyBench,dafny-synthesis_task_id_804
DafnyBench,paxos_proof_tmp_tmpxpmiksmt_triggers
DafnyBench,software-specification-p1_tmp_tmpz9x6mpxb_BoilerPlate_Ex1
DafnyBench,ironsync-osdi2023_tmp_tmpx80antoe_lib_Marshalling_Math
DafnyBench,Correctness_tmp_tmpwqvg5q_4_Sorting_Tangent
DafnyBench,dafny-synthesis_task_id_641
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_01
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny2_MajorityVote
DafnyBench,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_git-issues_git-issue-283
DafnyBench,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Selection_Sort_Standard
DafnyBench,dafny-synthesis_task_id_776
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny1_ListContents
DafnyBench,Clover_only_once
DafnyBench,dafny-synthesis_task_id_307
DafnyBench,dafny-synthesis_task_id_555
DafnyBench,Clover_match
DafnyBench,summer-school-2020_tmp_tmpn8nf7zf0_chapter01_solutions_exercise04_solution
DafnyBench,dafny-synthesis_task_id_576
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny1_Queue
DafnyBench,dafny-exercise_tmp_tmpouftptir_prac1_ex1
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_examples_simpleMultiplication
DafnyBench,Formal-methods-of-software-development_tmp_tmppryvbyty_Bloque 1_Lab3
DafnyBench,dafny-aoc-2019_tmp_tmpj6suy_rv_parser_split
DafnyBench,vfag_tmp_tmpc29dxm1j_Verificacion_torneo
DafnyBench,703FinalProject_tmp_tmpr_10rn4z_DP-GD
DafnyBench,dafny-synthesis_task_id_70
DafnyBench,Software-Verification_tmp_tmpv4ueky2d_Remove Duplicates from Sorted Array_remove_duplicates_from_sorted_array
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_BubbleSort
DafnyBench,dafny-workout_tmp_tmp0abkw6f8_starter_ex03
DafnyBench,SENG2011_tmp_tmpgk5jq85q_flex_ex2
DafnyBench,dafny-synthesis_task_id_142
DafnyBench,Dafny_Programs_tmp_tmp99966ew4_trig
DafnyBench,Final-Project-Dafny_tmp_tmpmcywuqox_Final_Project_3
DafnyBench,dafny-synthesis_task_id_581
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_find_max
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_Fstar-QuickSort
DafnyBench,metodosFormais_tmp_tmp4q2kmya4_T1-MetodosFormais_examples_somatoriov2
DafnyBench,Dafny_tmp_tmpmvs2dmry_pancakesort_findmax
DafnyBench,summer-school-2020_tmp_tmpn8nf7zf0_chapter02_solutions_exercise03_solution
DafnyBench,dafny-synthesis_task_id_304
DafnyBench,Clover_find
DafnyBench,dafny-synthesis_task_id_396
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_VSComp2010_Problem1-SumMax
DafnyBench,dafny-synthesis_task_id_470
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_triggers_function-applications-are-triggers
DafnyBench,FlexWeek_tmp_tmpc_tfdj_3_ex3
DafnyBench,dafny-synthesis_task_id_600
DafnyBench,dafny-programs_tmp_tmpcwodh6qh_src_factorial
DafnyBench,Dafny-Exercises_tmp_tmpjm75muf__Session3Exercises_ExerciseMaximum
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube
DafnyBench,dafny-synthesis_task_id_454
DafnyBench,dafny-synthesis_task_id_8
DafnyBench,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Insertion_Sort_Normal
DafnyBench,dafny-synthesis_task_id_741
DafnyBench,dafny_examples_tmp_tmp8qotd4ez_leetcode_0070-climbing-stairs
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_BoatsToSavePeople
DafnyBench,dafny-duck_tmp_tmplawbgxjo_p1
DafnyBench,dafny-exercise_tmp_tmpouftptir_firstE
DafnyBench,dafny-synthesis_task_id_126
DafnyBench,cs245-verification_tmp_tmp0h_nxhqp_quicksort-partition
DafnyBench,SiLemma_tmp_tmpfxtryv2w_utils
DafnyBench,Dafny-Practice_tmp_tmphnmt4ovh_BST
DafnyBench,dafny-synthesis_task_id_262
DafnyBench,AssertivePrograming_tmp_tmpwf43uz0e_Find_Substring
DafnyBench,Dafny-VMC_tmp_tmpzgqv0i1u_src_Math_Exponential
DafnyBench,Clover_avg
DafnyBench,dafny-workout_tmp_tmp0abkw6f8_starter_ex02
DafnyBench,Clover_integer_square_root
DafnyBench,CS5232_Project_tmp_tmpai_cfrng_test
DafnyBench,dafny-synthesis_task_id_432
DafnyBench,HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Binary Search_binary_search
DafnyBench,stunning-palm-tree_tmp_tmpr84c2iwh_ch8
DafnyBench,CVS-handout1_tmp_tmptm52no3k_1
DafnyBench,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_docs_DafnyRef_examples_Example-Old
DafnyBench,Software-Verification_tmp_tmpv4ueky2d_Longest Increasing Subsequence_longest_increasing_subsequence
DafnyBench,dafny_tmp_tmp59p638nn_examples_minmax2
DafnyBench,DafnyProjects_tmp_tmp2acw_s4s_Graph
