benchmark_name,program_name,method_name,start_pos,end_pos,num_pre,num_post
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/SharedHeaderFunctions.dfy,ReadContentType,3518,4009,0,1
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/SharedHeaderFunctions.dfy,ReadESDKSuiteId,1352,2194,0,2
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/SharedHeaderFunctions.dfy,ReadMessageFormatVersion,827,1219,0,1
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/SharedHeaderFunctions.dfy,ReadMessageIdV1,2660,3015,0,1
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/SharedHeaderFunctions.dfy,ReadMessageIdV2,3020,3375,0,1
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/SharedHeaderFunctions.dfy,WriteContentType,3380,3513,0,0
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/SharedHeaderFunctions.dfy,WriteESDKSuiteId,1224,1347,0,0
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/SharedHeaderFunctions.dfy,WriteMessageFormatVersion,680,822,0,0
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/SharedHeaderFunctions.dfy,WriteMessageId,2544,2655,0,0
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/V1HeaderBody.dfy,ReadV1HeaderBody,4757,11163,0,1
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/V1HeaderBody.dfy,ReadV1HeaderIvLength,13146,13784,0,2
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/V1HeaderBody.dfy,ReadV1MessageType,11953,12473,0,1
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/V1HeaderBody.dfy,ReadV1ReservedBytes,12598,13036,0,1
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/V1HeaderBody.dfy,WriteV1HeaderBody,1198,4752,0,0
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/V1HeaderBody.dfy,WriteV1HeaderIvLength,13041,13141,0,0
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/V1HeaderBody.dfy,WriteV1MessageType,11815,11948,0,0
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/V1HeaderBody.dfy,WriteV1ReservedBytes,12478,12593,0,0
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/V2HeaderBody.dfy,ReadV2HeaderBody,3864,8514,0,1
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/V2HeaderBody.dfy,WriteV2HeaderBody,841,3859,0,0
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/test/Fixtures.dfy,GenerateKeyPair,4875,5410,0,0
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/test/Fixtures.dfy,GetResrvedECMap,2456,2726,0,0
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/test/Fixtures.dfy,NamespaceAndName,4590,4870,1,2
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/test/Fixtures.dfy,SmallEncryptionContext,1366,2451,0,0
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/test/Fixtures.dfy,SmallEncryptionContextKeys,2731,3580,0,0
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/test/Fixtures.dfy,SmallMismatchedEncryptionContex,3585,4583,0,0
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/test/TestCreateEsdkClient.dfy,TestClientCreation,2974,3523,0,0
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/test/TestCreateEsdkClient.dfy,TestNetRetryFlag,3528,6046,0,0
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/test/TestEncryptDecrypt.dfy,TestEncryptDecrypt,386,2216,0,0
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/test/TestReproducedEncContext.dfy,TestEncryptionContextOnDecrypt,399,2387,0,0
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/test/TestReproducedEncContext.dfy,TestEncryptionContextOnDecryptFailure,2392,4526,0,0
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/test/TestReproducedEncContext.dfy,TestMismatchedEncryptionContextOnDecrypt,4531,7770,0,0
Consensys,/src/dafny/bytecode.dfy,Add,1505,2008,0,3
Consensys,/src/dafny/bytecode.dfy,AddMod,7529,8107,0,3
Consensys,/src/dafny/bytecode.dfy,Address,19988,20375,0,3
Consensys,/src/dafny/bytecode.dfy,And,13921,14445,0,3
Consensys,/src/dafny/bytecode.dfy,Balance,20439,21144,0,3
Consensys,/src/dafny/bytecode.dfy,BaseFee,34823,35031,0,0
Consensys,/src/dafny/bytecode.dfy,BlockHash,19478,19914,0,3
Consensys,/src/dafny/bytecode.dfy,Byte,16242,16775,0,3
Consensys,/src/dafny/bytecode.dfy,Call,56477,58195,0,4
Consensys,/src/dafny/bytecode.dfy,CallCode,58285,59634,0,3
Consensys,/src/dafny/bytecode.dfy,CallDataCopy,23850,24639,0,3
Consensys,/src/dafny/bytecode.dfy,CallDataLoad,22718,23258,0,3
Consensys,/src/dafny/bytecode.dfy,CallDataSize,23335,23765,0,3
Consensys,/src/dafny/bytecode.dfy,Caller,21755,22140,0,3
Consensys,/src/dafny/bytecode.dfy,CallValue,22260,22643,0,3
Consensys,/src/dafny/bytecode.dfy,ChainID,33616,34001,0,3
Consensys,/src/dafny/bytecode.dfy,CodeCopy,25191,26004,0,3
Consensys,/src/dafny/bytecode.dfy,CodeSize,24718,25109,0,3
Consensys,/src/dafny/bytecode.dfy,CoinBase,31374,31761,0,3
Consensys,/src/dafny/bytecode.dfy,Create,54740,56417,0,1
Consensys,/src/dafny/bytecode.dfy,Create2,62168,64039,0,1
Consensys,/src/dafny/bytecode.dfy,DelegateCall,60575,62095,0,3
Consensys,/src/dafny/bytecode.dfy,Difficulty,32726,33117,0,3
Consensys,/src/dafny/bytecode.dfy,Div,5231,5730,0,3
Consensys,/src/dafny/bytecode.dfy,DivWithZero,3449,3579,0,0
Consensys,/src/dafny/bytecode.dfy,Dup,52210,52757,1,3
Consensys,/src/dafny/bytecode.dfy,Eq,12775,13299,0,3
Consensys,/src/dafny/bytecode.dfy,Exp,8882,9413,0,3
Consensys,/src/dafny/bytecode.dfy,ExtCodeCopy,27479,28526,0,3
Consensys,/src/dafny/bytecode.dfy,ExtCodeHash,28587,29396,0,3
Consensys,/src/dafny/bytecode.dfy,ExtCodeSize,26517,27415,0,3
Consensys,/src/dafny/bytecode.dfy,Gas,42582,43019,0,3
Consensys,/src/dafny/bytecode.dfy,GasLimit,33181,33568,0,3
Consensys,/src/dafny/bytecode.dfy,GasPrice,26075,26456,0,3
Consensys,/src/dafny/bytecode.dfy,Gt,10891,11443,0,3
Consensys,/src/dafny/bytecode.dfy,IsZero,13350,13863,0,3
Consensys,/src/dafny/bytecode.dfy,Jump,40478,41095,0,3
Consensys,/src/dafny/bytecode.dfy,JumpDest,43221,43306,0,0
Consensys,/src/dafny/bytecode.dfy,JumpI,41147,41914,0,3
Consensys,/src/dafny/bytecode.dfy,Keccak256,18677,19280,0,3
Consensys,/src/dafny/bytecode.dfy,LogN,53606,54482,1,3
Consensys,/src/dafny/bytecode.dfy,Lt,10276,10827,0,3
Consensys,/src/dafny/bytecode.dfy,MCopy,44240,44818,0,0
Consensys,/src/dafny/bytecode.dfy,MLoad,36937,37485,0,3
Consensys,/src/dafny/bytecode.dfy,Mod,6378,6877,0,3
Consensys,/src/dafny/bytecode.dfy,ModWithZero,3660,3794,0,0
Consensys,/src/dafny/bytecode.dfy,MSize,35726,36320,0,3
Consensys,/src/dafny/bytecode.dfy,MStore,38062,38577,0,3
Consensys,/src/dafny/bytecode.dfy,MStore8,38628,39146,0,3
Consensys,/src/dafny/bytecode.dfy,Mul,2094,2597,0,3
Consensys,/src/dafny/bytecode.dfy,MulMod,8251,8830,0,3
Consensys,/src/dafny/bytecode.dfy,Not,15726,16180,0,3
Consensys,/src/dafny/bytecode.dfy,Number,32277,32660,0,3
Consensys,/src/dafny/bytecode.dfy,Or,14497,15050,0,3
Consensys,/src/dafny/bytecode.dfy,Origin,21320,21705,0,3
Consensys,/src/dafny/bytecode.dfy,Pc,42016,42440,0,3
Consensys,/src/dafny/bytecode.dfy,Pop,35291,35656,0,3
Consensys,/src/dafny/bytecode.dfy,Push,49552,50121,1,3
Consensys,/src/dafny/bytecode.dfy,Push0,48233,48589,0,3
Consensys,/src/dafny/bytecode.dfy,Push1,50178,50271,0,0
Consensys,/src/dafny/bytecode.dfy,Push2,50328,50422,0,0
Consensys,/src/dafny/bytecode.dfy,Push3,50481,50575,0,0
Consensys,/src/dafny/bytecode.dfy,Push4,50633,50727,0,0
Consensys,/src/dafny/bytecode.dfy,Push5,50785,50879,0,0
Consensys,/src/dafny/bytecode.dfy,Push6,50936,51030,0,0
Consensys,/src/dafny/bytecode.dfy,Push7,51089,51183,0,0
Consensys,/src/dafny/bytecode.dfy,Push8,51242,51336,0,0
Consensys,/src/dafny/bytecode.dfy,PushN,51417,51967,2,3
Consensys,/src/dafny/bytecode.dfy,Return,59702,60415,0,3
Consensys,/src/dafny/bytecode.dfy,ReturnDataCopy,30011,31115,0,3
Consensys,/src/dafny/bytecode.dfy,ReturnDataSize,29510,29933,0,3
Consensys,/src/dafny/bytecode.dfy,Revert,65447,66096,0,3
Consensys,/src/dafny/bytecode.dfy,RJump,45080,45518,0,0
Consensys,/src/dafny/bytecode.dfy,RJumpI,45906,46662,0,0
Consensys,/src/dafny/bytecode.dfy,RJumpV,47079,47953,1,0
Consensys,/src/dafny/bytecode.dfy,Sar,17929,18445,0,3
Consensys,/src/dafny/bytecode.dfy,SDiv,5785,6319,0,3
Consensys,/src/dafny/bytecode.dfy,SDivWithZero,4259,4535,0,0
Consensys,/src/dafny/bytecode.dfy,SelfBalance,34075,34673,0,3
Consensys,/src/dafny/bytecode.dfy,SelfDestruct,66213,68097,0,5
Consensys,/src/dafny/bytecode.dfy,SGt,12142,12724,0,3
Consensys,/src/dafny/bytecode.dfy,Shl,16827,17315,0,3
Consensys,/src/dafny/bytecode.dfy,Shr,17368,17856,0,3
Consensys,/src/dafny/bytecode.dfy,SignExtend,9493,10008,0,3
Consensys,/src/dafny/bytecode.dfy,SLoad,39199,39686,0,3
Consensys,/src/dafny/bytecode.dfy,SLt,11502,12080,0,3
Consensys,/src/dafny/bytecode.dfy,SMod,6933,7467,0,3
Consensys,/src/dafny/bytecode.dfy,SModWithZero,4989,5173,0,0
Consensys,/src/dafny/bytecode.dfy,SStore,39738,40426,0,3
Consensys,/src/dafny/bytecode.dfy,StaticCall,64106,65377,0,3
Consensys,/src/dafny/bytecode.dfy,Stop,1158,1320,0,0
Consensys,/src/dafny/bytecode.dfy,Sub,2680,3183,0,3
Consensys,/src/dafny/bytecode.dfy,Swap,53040,53364,1,2
Consensys,/src/dafny/bytecode.dfy,TimeStamp,31826,32215,0,3
Consensys,/src/dafny/bytecode.dfy,TLoad,43373,43663,0,0
Consensys,/src/dafny/bytecode.dfy,TStore,43728,44148,0,0
Consensys,/src/dafny/bytecode.dfy,Xor,15103,15673,0,3
Consensys,/src/dafny/core/code.dfy,CodeAt,1662,1765,1,0
Consensys,/src/dafny/core/code.dfy,Create,1265,1381,1,0
Consensys,/src/dafny/core/code.dfy,DecodeUint8,1492,1657,0,0
Consensys,/src/dafny/core/code.dfy,Size,1438,1487,0,0
Consensys,/src/dafny/core/code.dfy,Slice,1939,2044,0,0
Consensys,/src/dafny/core/context.dfy,CallDataRead,2719,2829,0,0
Consensys,/src/dafny/core/context.dfy,CallDataSize,2535,2612,0,0
Consensys,/src/dafny/core/context.dfy,CallDataSlice,2961,3127,0,1
Consensys,/src/dafny/core/context.dfy,Create,4050,4369,0,0
Consensys,/src/dafny/core/context.dfy,ReturnDataSize,3286,3367,0,0
Consensys,/src/dafny/core/context.dfy,ReturnDataSlice,3524,3776,1,1
Consensys,/src/dafny/core/context.dfy,SetReturnData,3873,3962,0,0
Consensys,/src/dafny/core/fork.dfy,EipBytecodes,4053,4550,0,0
Consensys,/src/dafny/core/fork.dfy,EipDescription,2647,3892,0,0
Consensys,/src/dafny/core/fork.dfy,IsActive,5954,6002,0,0
Consensys,/src/dafny/core/fork.dfy,IsBytecode,6206,6261,0,0
Consensys,/src/dafny/core/memory.dfy,Copy,4888,5171,1,0
Consensys,/src/dafny/core/memory.dfy,Create,1181,1238,0,0
Consensys,/src/dafny/core/memory.dfy,Expand,1795,2208,0,2
Consensys,/src/dafny/core/memory.dfy,ExpandMem,3106,3235,1,0
Consensys,/src/dafny/core/memory.dfy,ReadUint256,3552,3702,1,0
Consensys,/src/dafny/core/memory.dfy,Size,1302,1346,0,0
Consensys,/src/dafny/core/memory.dfy,Slice,4488,4642,0,1
Consensys,/src/dafny/core/memory.dfy,SmallestLarg32,2280,2429,0,3
Consensys,/src/dafny/core/memory.dfy,WriteUint256,4065,4427,1,1
Consensys,/src/dafny/core/memory.dfy,WriteUint8,3775,3950,1,0
Consensys,/src/dafny/core/precompiled.dfy,BNF,11373,11638,0,1
Consensys,/src/dafny/core/precompiled.dfy,BNP,11877,12306,0,0
Consensys,/src/dafny/core/precompiled.dfy,Call,2570,3101,0,0
Consensys,/src/dafny/core/precompiled.dfy,CallBlake2f,14437,14725,0,0
Consensys,/src/dafny/core/precompiled.dfy,CallBnAdd,9759,11220,0,0
Consensys,/src/dafny/core/precompiled.dfy,CallBnMul,12511,13860,0,0
Consensys,/src/dafny/core/precompiled.dfy,CallEcdsaRecover,3627,4164,0,0
Consensys,/src/dafny/core/precompiled.dfy,CallID,5621,5721,0,0
Consensys,/src/dafny/core/precompiled.dfy,CallModExp,6493,8457,0,0
Consensys,/src/dafny/core/precompiled.dfy,CallRipEmd160,4972,5107,0,0
Consensys,/src/dafny/core/precompiled.dfy,CallSha256,4380,4505,0,0
Consensys,/src/dafny/core/precompiled.dfy,CallSnarkV,14047,14153,0,0
Consensys,/src/dafny/core/precompiled.dfy,CostID,5794,5983,0,0
Consensys,/src/dafny/core/precompiled.dfy,CostRipEmd160,5158,5357,0,0
Consensys,/src/dafny/core/precompiled.dfy,CostSha256,4556,4750,0,0
Consensys,/src/dafny/core/precompiled.dfy,CostSnarkV,14160,14250,0,0
Consensys,/src/dafny/core/precompiled.dfy,f,8523,8613,0,0
Consensys,/src/dafny/core/precompiled.dfy,LenEp,8730,9554,0,0
Consensys,/src/dafny/core/precompiled.dfy,Sha3,3112,3193,0,0
Consensys,/src/dafny/core/stack.dfy,Capacity,1203,1272,0,0
Consensys,/src/dafny/core/stack.dfy,Make,3433,3546,1,0
Consensys,/src/dafny/core/stack.dfy,Peek,1736,1899,1,0
Consensys,/src/dafny/core/stack.dfy,PeekN,2013,2151,1,1
Consensys,/src/dafny/core/stack.dfy,Pop,2234,2400,1,0
Consensys,/src/dafny/core/stack.dfy,PopN,2486,2660,1,0
Consensys,/src/dafny/core/stack.dfy,Push,1388,1571,1,0
Consensys,/src/dafny/core/stack.dfy,Size,1060,1094,0,0
Consensys,/src/dafny/core/stack.dfy,Slice,3172,3309,1,0
Consensys,/src/dafny/core/stack.dfy,Swap,2743,2959,1,0
Consensys,/src/dafny/core/storage.dfy,Create,1087,1174,0,0
Consensys,/src/dafny/core/storage.dfy,Read,1340,1485,0,0
Consensys,/src/dafny/core/storage.dfy,Write,1560,1670,0,0
Consensys,/src/dafny/core/substate.dfy,AccountAccessed,2428,2592,0,0
Consensys,/src/dafny/core/substate.dfy,AccountDestructed,1998,2121,0,0
Consensys,/src/dafny/core/substate.dfy,Append,1809,1910,0,0
Consensys,/src/dafny/core/substate.dfy,Create,3622,3702,0,0
Consensys,/src/dafny/core/substate.dfy,KeyAccessed,2934,3111,0,0
Consensys,/src/dafny/core/substate.dfy,ModifyRefundCounter,3122,3219,0,0
Consensys,/src/dafny/core/substate.dfy,WasAccountAccessed,2229,2329,0,0
Consensys,/src/dafny/core/substate.dfy,WasKeyAccessed,2709,2826,0,0
Consensys,/src/dafny/core/transient.dfy,Create,1862,1916,0,0
Consensys,/src/dafny/core/transient.dfy,Read,1538,1814,0,0
Consensys,/src/dafny/core/transient.dfy,Write,939,1451,0,0
Consensys,/src/dafny/core/worldstate.dfy,Balance,5170,5332,1,0
Consensys,/src/dafny/core/worldstate.dfy,CanDeposit,5436,5644,1,0
Consensys,/src/dafny/core/worldstate.dfy,CanOverwrite,2345,2535,1,0
Consensys,/src/dafny/core/worldstate.dfy,CanWithdraw,5750,5938,1,0
Consensys,/src/dafny/core/worldstate.dfy,Create,10133,10290,0,0
Consensys,/src/dafny/core/worldstate.dfy,CreateAccount,1361,1521,0,0
Consensys,/src/dafny/core/worldstate.dfy,DefaultAccount,1628,1750,0,0
Consensys,/src/dafny/core/worldstate.dfy,Deposit,6632,7133,2,0
Consensys,/src/dafny/core/worldstate.dfy,EnsureAccount,4886,5086,0,0
Consensys,/src/dafny/core/worldstate.dfy,Exists,2015,2094,0,0
Consensys,/src/dafny/core/worldstate.dfy,GetAccount,3469,3661,0,0
Consensys,/src/dafny/core/worldstate.dfy,GetOrDefault,3839,4031,0,0
Consensys,/src/dafny/core/worldstate.dfy,GetOrDefaultPretransaction,4263,4497,0,0
